media_content_id,tmdbId,title,original_title,overview,release_date,poster_path,backdrop_path,tmdb_vote,vote_count,popularity,dtype,originalLanguage,cast,director
170,170,28 Days Later,28 Days Later,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",2002-10-31,/sQckQRt17VaWbo39GIu0TMOiszq.jpg,/aJFwk1clMal1prxAvKAgHxKPAf.jpg,7.241,8360,12.1554,MOVIE,en,"Cillian Murphy, Naomie Harris, Brendan Gleeson, Megan Burns, Christopher Eccleston",Danny Boyle
9471,9471,Charlie's Angels: Full Throttle,Charlie's Angels: Full Throttle,"The Angels are charged with finding a pair of missing rings that are encoded with the personal information of members of the Witness Protection Program. As informants are killed, the ladies target a rogue agent who might be responsible.",2003-06-25,/n4cdJ0Wqxb7C0HmZbcaC4eYnkIf.jpg,/rS3QJdsCPyhhQ0mJEr8VirNmOMm.jpg,5.5,3258,3.73,MOVIE,en,"Cameron Diaz, Drew Barrymore, Lucy Liu, Demi Moore, Bernie Mac",McG
9581,9581,Fulltime Killer,全職殺手,"Professional assassin O has resided in an isolated world of killing and loneliness. But his life begins to change once he meets the innocent Chin; hired to clean O's apartment. However, soon the flamboyent and reckless Tok enters Chin's life with a mission to unveil O's identity and usurp his place as the number one sharp-shooting assassin in the game.",2001-08-03,/pB2lXLvZDaFqi6d8La3fofabgH7.jpg,/kZFzAPdj49YKfgcEgogQ94iop6x.jpg,6.8,155,2.3524,MOVIE,cn,"Andy Lau, Takashi Sorimachi, Simon Yam, Kelly Lin Hsi-Lei, Cherrie Ying Choi-Yi","Wai Ka-Fai, Johnnie To"
216,216,Ali: Fear Eats the Soul,Angst essen Seele auf,"Emmi Kurowski, a cleaning lady, is lonely in her old age. Her husband died years ago, and her grown children offer little companionship. One night she goes to a bar frequented by Arab immigrants and strikes up a friendship with middle-aged mechanic Ali. Their relationship soon develops into something more, and Emmi's family and neighbors criticize their spontaneous marriage. Soon Emmi and Ali are forced to confront their own insecurities about their future.",1974-03-05,/cRL8j5RhL4YUviwcfTiCVHfrBFM.jpg,/ih2q5hoclUTICLxMzV31vxgpCzR.jpg,7.734,449,1.3811,MOVIE,de,"Brigitte Mira, El Hedi ben Salem, Irm Hermann, Barbara Valentin, Elma Karlowa",Rainer Werner Fassbinder
47676,47676,"Bodies, Rest & Motion","Bodies, Rest & Motion","Rebelling against his dreary life in a small Arizona town, salesman Nick abandons his girlfriend, Beth, and strikes out onto the highway in search of... something else. Encouraged by her best friend, Carol, Beth reluctantly accepts the romantic attentions of Sid, a local housepainter.",1993-04-09,/46HAxDyb5Xqljse9Ata9ftqOxbK.jpg,/wOkLuQnsdMZCAqc7mzcN2suVf7d.jpg,5.7,34,0.9977,MOVIE,en,"Phoebe Cates, Bridget Fonda, Tim Roth, Eric Stoltz, Alicia Witt",Michael Steinberg
113739,113739,Ring of Terror,Ring of Terror,A group of medical students undertake some silly and frightening endeavors in order to pledge a fraternity.,1961-06-11,/hVuVppiIntAR5Sf01nWCBinnWHL.jpg,/sCoKZZmtRSCzlcKXFhpQAO4WHE0.jpg,1.7,24,0.2679,MOVIE,en,"George E. Mather, Esther Furst, Norman Ollestad, Pamela Raymond, Lomax Study",Clark L. Paylow
52758,52758,You Only Live Once,You Only Live Once,"Based partially on the story of Bonnie and Clyde, Eddie Taylor is an ex-convict who cannot get a break after being released from prison. When he is framed for murder, Taylor is forced to flee with his wife Joan Graham and baby. While escaping prison after being sentenced to death, Taylor becomes a real murderer, condemning himself and Joan to a life of crime and death on the road.",1937-01-23,/v8LSkezS7MvSk88SD6JbPO6VobD.jpg,/uVEayQY6rL1EA0vOe5Gc7I39eHJ.jpg,7.1,191,0.7189,MOVIE,en,"Sylvia Sidney, Henry Fonda, Barton MacLane, Jean Dixon, William Gargan",Fritz Lang
38171,38171,Anastasia,Anastasia,"Russian exiles in Paris plot to collect ten million pounds from the Bank of England by grooming a destitute, suicidal girl to pose as heir to the Russian throne. While Bounin is coaching her, he comes to believe that she is really Anastasia. In the end, the Empress must decide her claim.",1956-12-13,/26wHOXNt4XNn2lYT8i8pWx1JOP0.jpg,/4hjnRpLFFgIE76xb6mUc9PMVHaH.jpg,6.8,182,1.182,MOVIE,en,"Ingrid Bergman, Yul Brynner, Helen Hayes, Akim Tamiroff, Martita Hunt",Anatole Litvak
61225,61225,The Babe,The Babe,"A chronicle of Babe Ruth's phenomenal story--from his hard knock beginnings at a Baltimore orphanage, to his meteoric rise to baseball superstardom and his poignant retirement from the game. His amazing career included seven American League pennants, four World Series championships, two tempestuous marriages and a wild lifestyle that earned him numerous suspensions.",1992-04-17,/lso2f5jbglHtGke2A8NwRkcfxF6.jpg,/wK0dvEaqW7F85BaswQkgaYzFGFj.jpg,5.644,167,2.3151,MOVIE,en,"John Goodman, Kelly McGillis, Trini Alvarado, Randy Steinmeyer, James Cromwell",Arthur Hiller
18722,18722,Mr. Baseball,Mr. Baseball,"Jack Elliot, a one-time MVP for the New York Yankees is now on the down side of his baseball career. With a falling batting average, does he have one good year left and can the manager of the Chunichi Dragons, a Japanese Central baseball league find it in him?",1992-10-01,/w5YDGiPGuhVyQOwG1E4tBiBkf6T.jpg,/wTuHiUsWX83tPB2UHmhXyDh72eN.jpg,5.784,141,2.1691,MOVIE,en,"Tom Selleck, Ken Takakura, Aya Takanashi, Toshi Shioya, Dennis Haysbert",Fred Schepisi
33454,33454,Scaramouche,Scaramouche,"In 18th-century France, a young man masquerades as an actor to avenge his friend's murder.",1952-05-08,/yALSC7jqOsmMtfSPp6ThCuNGjiR.jpg,/4zbPTEwdbw2Gb7bkTqi5ahiebUY.jpg,7.015,101,1.4101,MOVIE,en,"Stewart Granger, Eleanor Parker, Janet Leigh, Mel Ferrer, Henry Wilcoxon",George Sidney
19753,19753,Start the Revolution Without Me,Start the Revolution Without Me,"Two sets of identical twins are accidentally switched at birth. One pair, Phillipe and Pierre DeSisi, are aristocratic and haughty, while the other, Charles and Claude Coupé, are poor and dim-witted. On the eve of the French Revolution, both sets find themselves entangled in palace intrigue.",1970-02-04,/z4gspFa639yUWLSyefP5yCxKgRi.jpg,/m1HcFJgs2XuHhPrWsEQMniH8jcO.jpg,5.9,44,1.1246,MOVIE,en,"Gene Wilder, Donald Sutherland, Hugh Griffith, Jack MacGowran, Billie Whitelaw",Bud Yorkin
11482,11482,The Tenant,Le locataire,A quiet and inconspicuous man rents an apartment in Paris where he finds himself drawn into a rabbit hole of dangerous paranoia.,1976-05-26,/4Qhzb1ICFMqE3isWoln497qSH7n.jpg,/gozyN9gvfDaflF4sfuhFESaFAxG.jpg,7.606,1223,2.7338,MOVIE,fr,"Roman Polanski, Isabelle Adjani, Melvyn Douglas, Jo Van Fleet, Bernard Fresson",Roman Polanski
6949,6949,"What's Up, Doc?","What's Up, Doc?",The accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.,1972-03-09,/d5WwZxneeAH2Kj2SeDV6oUY2oW0.jpg,/lDeH6UkNGX2UcaOKTJ5SHtmNwbD.jpg,7.36,443,2.4096,MOVIE,en,"Barbra Streisand, Ryan O'Neal, Madeline Kahn, Kenneth Mars, Austin Pendleton",Peter Bogdanovich
1927,1927,Hulk,Hulk,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",2003-06-19,/UllIft2jLSBaay3zQyMV4GNdfy.jpg,/8vQBXqDbb30qNpBcNYwTesSg75.jpg,5.579,6215,7.8074,MOVIE,en,"Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas, Nick Nolte",Ang Lee
10327,10327,"Legally Blonde 2: Red, White & Blonde","Legally Blonde 2: Red, White & Blonde","Now a rising young lawyer, Elle Woods is about to make partner at her firm, but when she finds out her dog's relatives are being used as cosmetic test subjects, she heads to Washington D.C. to fight for animal rights.",2003-07-02,/4kC0UGTuJgFnlZq2ZM6OiY7nuY8.jpg,/jmf9dLoKVDDwEB2cb0OJ9fEGbHy.jpg,5.712,1726,4.783,MOVIE,en,"Reese Witherspoon, Sally Field, Regina King, Jennifer Coolidge, Bruce McGill",Charles Herman-Wurmfeld
14411,14411,Sinbad: Legend of the Seven Seas,Sinbad: Legend of the Seven Seas,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",2003-07-02,/yiW2L1fDiBT7AeWXrykhTNtPrr8.jpg,/j8isWEPL3PmmVh8ap3jm75qVF4p.jpg,6.999,2169,4.2873,MOVIE,en,"Brad Pitt, Catherine Zeta-Jones, Michelle Pfeiffer, Joseph Fiennes, Dennis Haysbert","Tim Johnson, Patrick Gilmore"
296,296,Terminator 3: Rise of the Machines,Terminator 3: Rise of the Machines,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",2003-07-02,/nvsoLAclNfpyJSp73TiGKwZoqJW.jpg,/kbXMOnz2RhTSAbLtHX5hy5AXtwv.jpg,6.184,7167,8.869,MOVIE,en,"Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, Earl Boen",Jonathan Mostow
302,302,Swimming Pool,Swimming Pool,"A British crime novelist travels to her publisher's upmarket summer house in Southern France to seek solitude in order to work on her next book. However, the unexpected arrival of the publisher's daughter induces complications and a subsequent crime.",2003-05-21,/10xMAznUxI0LZPYyPxA9WjJsThr.jpg,/q0kZOxL6OMSeDlT6SRNKCJYStlF.jpg,6.489,783,2.2985,MOVIE,en,"Charlotte Rampling, Ludivine Sagnier, Charles Dance, Marc Fayolle, Jean-Marie Lamour",François Ozon
22,22,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,"When wily pirate Captain Barbossa seizes Jack Sparrow’s beloved ship, the Black Pearl, and kidnaps the governor’s daughter, Elizabeth Swann, blacksmith Will Turner reluctantly teams up with the unpredictable pirate Jack to rescue her—only to uncover a terrifying curse that turns Barbossa’s crew into the undead.",2003-07-09,/kvDwL2gTf6yxujbsWbsGQB3Z9Wa.jpg,/uRNgkJSkNBFbbn9fPsEjDIy8Sh3.jpg,7.821,22041,19.2692,MOVIE,en,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport",Gore Verbinski
8698,8698,The League of Extraordinary Gentlemen,The League of Extraordinary Gentlemen,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",2003-07-11,/kdAuVFP63XXxnb983ry2pLCKd9S.jpg,/n3VpgjdOB1DkHSUe1DbFzV8ncpJ.jpg,6.0,4306,5.1501,MOVIE,en,"Sean Connery, Naseeruddin Shah, Shane West, Peta Wilson, Stuart Townsend",Stephen Norrington
554,554,The Cuckoo,Кукушка,"September of 1944, a few days before Finland went out of the Second World War. A chained to a rock Finnish sniper-kamikadze Veikko managed to set himself free. Ivan, a captain of the Soviet Army, arrested by the Front Secret Police 'Smersh', has a narrow escape. They are soldiers of the two enemy armies. A Lapp woman Anni gives a shelter to both of them at her farm. For Anni they are not enemies, but just men.",2002-09-12,/g0bVxxdeAkDwzLoJq7o8ehQZWa6.jpg,/fvpvcIY2yYYO8FKc3IGfwrNSzMH.jpg,7.1,116,1.4796,MOVIE,ru,"Anni-Kristiina Juuso, Ville Haapasalo, Viktor Bychkov, Mikhail Korobochkin, Denis Aksenov",Aleksandr Rogozhkin
17920,17920,I Capture the Castle,I Capture the Castle,"In 1930s England, 17-year-old Cassandra Mortmain and her eccentric family struggle to survive in a decaying English castle.",2003-05-09,/fGV45q9gyysfp9SdoqrrReVxC9a.jpg,/5fzp2qAtmSdKWPk5YaeZ3WyBDcx.jpg,6.7,97,1.7787,MOVIE,en,"Romola Garai, Rose Byrne, Tara Fitzgerald, Bill Nighy, Henry Thomas",Tim Fywell
32235,32235,Northfork,Northfork,"The year is 1955, and a great flood is coming to Northfork, Montana. A new hydroelectric dam is about to be installed in the mountains above the town, ready to submerge the valley in the name of progress. It is the responsibility of a six-man Evacuation Committee to relocate the townsfolk to higher ground. Most have duly departed, but a few stubborn stragglers remain – among them a priest caring for a sickly orphan, a boy whose fevered visions are leading him to believe he is a member of a roaming band of lost angels desperately searching for a way home.",2003-07-11,/jb3qheP75UgVibpnfubotrBDY5v.jpg,/2u8uQchpm5zUIwax4XdWqZF6DNY.jpg,5.9,80,1.4703,MOVIE,en,"James Woods, Nick Nolte, Claire Forlani, Daryl Hannah, Douglas Sebern",Michael Polish
8961,8961,Bad Boys II,Bad Boys II,"Detectives Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force are tasked with stopping the flow of the drug Ecstasy into Miami. They track the drugs to the whacked-out Cuban drug lord Johnny Tapia, who is also involved in a bloody war with Russian and Haitian mobsters. If that isn't bad enough, there's tension between the two detectives when Marcus discovers that playboy Mike is secretly romancing Marcus’ sister, Syd.",2003-07-18,/yCvB5fG5aEPqa1St7ihY6KEAsHD.jpg,/gxSVZCUlDd8upT1G2wdrUdz2hxG.jpg,6.656,5873,9.0135,MOVIE,en,"Martin Lawrence, Will Smith, Jordi Mollà, Gabrielle Union, Peter Stormare",Michael Bay
17403,17403,How to Deal,How to Deal,"For teenager Halley, love seems like an alien concept. Her mother is divorcing her father, who is dating a younger woman Halley can't stand. Her sister is about to get married and doesn't realize that her fiancé is not the man of her dreams. And her best friend has fallen madly in love for the first time, leaving Halley to feel even more alone. But, when she meets edgy Macon, she learns what love is really all about.",2003-07-18,/pD87iTm4MP7JNcxIUssAbpri8nF.jpg,/38SJ5HR1EyvpbTWLRxmPrY469UU.jpg,5.438,160,2.2687,MOVIE,en,"Mandy Moore, Trent Ford, Allison Janney, Alexandra Holden, Dylan Baker",Clare Kilner
9486,9486,Johnny English,Johnny English,"A lowly pencil pusher working for MI7, Johnny English is suddenly promoted to super spy after Agent One is assassinated and every other agent is blown up at his funeral. When a billionaire entrepreneur sponsors the exhibition of the Crown Jewels—and the valuable gems disappear on the opening night and on English's watch—the newly-designated agent must jump into action to find the thief and recover the missing gems.",2003-03-14,/mmzW88tnkB2MnOV3Un2F9IUxSnZ.jpg,/gtDuUEprJkTIrzcO2vFsXgdkJ0R.jpg,6.3,3743,4.2079,MOVIE,en,"Rowan Atkinson, Natalie Imbruglia, Ben Miller, John Malkovich, Greg Wise",Peter Howitt
20439,20439,The Anarchist Cookbook,The Anarchist Cookbook,"A movie about a young honors student-turned-anarchist, Puck, and his group of anarchist friends living peacefully in a Dallas commune until a nihilist, Johnny Black, appears with The Anarchist Cookbook and completely destroys their way of life.",2002-07-18,/q9BwYsUoLP6rdEY5dU0nWQKOmj5.jpg,,4.8,20,0.6916,MOVIE,en,"Devon Gummersall, Dylan Bruno, Gina Philips, Johnny Whitworth, Katharine Towne",Jordan Susman
3472,3472,Dirty Pretty Things,Dirty Pretty Things,An undocumented immigrant finds a human heart in one of the toilets of the west London hotel where he works with other undocumented immigrants.,2002-09-05,/nWpXOqB1STDq8ji3rQawcg1fGS9.jpg,/4Q28PE1ZlRBMZqRluoVkP3NN7eO.jpg,6.879,485,1.5921,MOVIE,en,"Audrey Tautou, Chiwetel Ejiofor, Sergi López, Benedict Wong, Sophie Okonedo",Stephen Frears
35265,35265,The Embalmer,L'imbalsamatore,"Peppino, a diminutive taxidermist with a reputation for sleaziness, meets Valerio, a handsome if artless much younger man fascinated by the trade. Peppino offers him a large salary to be his assistant—the job burgeoning into a budding friendship he mistakes for something more. When Valerio gets a girlfriend, their fledgling romance will be threatened by an insanely jealous third wheel.",2002-09-06,/pT9Maaop1epDYWiXEO11NcuR25R.jpg,/umlLMR5eUvkGKjRit3VJNAjjEed.jpg,7.183,252,0.8923,MOVIE,it,"Ernesto Mahieux, Valerio Foglia Manzillo, Elisabetta Rocchetti, Lina Bernardi, Pietro Biondi",Matteo Garrone
25921,25921,Garage Days,Garage Days,"The story of a young Sydney band trying to get a foothold in the competitive world of rock n' roll. After the band's first gig is a colossal failure, the lead singer takes it upon himself to go out and pursue the most successful rock manager in the country. Meanwhile, the other members of the band continue to deal with the kind of everyday life issues that can ultimately tear a band apart. It may be the dawn of a new millennium, but it's still a long way to the top if you want to rock n' roll.",2002-10-03,/yiV5J3bv6fIugG6oloeLCqSzHuF.jpg,/lSrqv7ZlPgEaBHntKoRVtfqfO6p.jpg,5.405,37,0.8513,MOVIE,en,"Kick Gurry, Maya Stange, Pia Miranda, Russell Dykstra, Brett Stiller",Alex Proyas
68927,68927,Born to Be Wild,Born to Be Wild,Rick Heller is a juvenile delinquent who keeps getting himself into trouble. To keep him out of trouble his mother puts him to work cleaning the cage of a gorilla named Katie which she is teaching to communicate through the use of sign language. When the owner of the gorilla takes her back to become a flea market freak Rick takes it upon himself to break Katie out and take her on an adventurous journey to get her out of the country.,1995-03-31,/k886xdc3tQLq5X4p5sWPMOot96C.jpg,/9mq2wFxGAGR1ZokFdPXToRuVmd7.jpg,5.3,43,1.9846,MOVIE,en,"Wil Horneff, Helen Shaver, John C. McGinley, Jean Marie Barnwell, Peter Boyle",John Gray
11894,11894,Curly Sue,Curly Sue,"Bill is a penniless drifter who scams strangers out of just enough money to feed himself and his partner in crime, an orphan girl known as Curly Sue. Bill and Curly Sue target Grey, a yuppie lawyer, but their con takes an unexpected turn when the successful woman begins to like the ramshackle duo. But there's one problem—Grey's jealous, conniving boyfriend, Walker.",1991-10-25,/cndkzlP5frVWxng5HLd4JvA2g2y.jpg,/q0pAwUqY52QXdvQx1S8j530lPFZ.jpg,6.4,567,2.129,MOVIE,en,"Jim Belushi, Alisan Porter, Kelly Lynch, John Getz, Steve Carell",John Hughes
20726,20726,Little Giants,Little Giants,"When Danny O'Shea's daughter is cut from the Peewee football team just for being a girl, he decides to form his own team, composed of other ragtag players who were also cut. Can his team really learn enough to beat the elite team, coached by his brother, a former pro player?",1994-10-14,/AkfXNOeKgJSOD08StGd0599auiZ.jpg,/gl58xoX8NK95vIgtIMCsKsd2its.jpg,6.484,465,1.4182,MOVIE,en,"Rick Moranis, Ed O'Neill, Devon Sawa, Shawna Waldron, Todd Bosley",Duwayne Dunham
24558,24558,Loose Cannons,Loose Cannons,"Mac, the two-fisted, savvy cop finds that he's being saddled with a new partner, a known burnout, to work with him on a new and difficult case. The new partner is Ellis, an amazing detective, one who puts Sherlock Holmes to shame with his lightning-fast deductions. But he keeps assuming the personalities of entire casts of Television shows. This can be a problem when people begin shooting at them.",1990-02-09,/ezzfFY9S8r4PkhXLqw9x7gAaStd.jpg,/hrHqIhT6epCWOsoAouRqOoZqNEe.jpg,5.0,113,1.5107,MOVIE,en,"Gene Hackman, Dan Aykroyd, Dom DeLuise, Ronny Cox, Nancy Travis",Bob Clark
12649,12649,The Mouse That Roared,The Mouse That Roared,"The Duchy of Grand Fenwick decides that the only way to get out of their economic woes is to declare war on the United States, lose and accept foreign aid. They send an invasion force (in chain mail, armed with bows and arrows) to New York and they arrive during a nuclear drill that has cleared the streets.",1959-07-17,/dHSIXGVmLHsPeWdfyVe8J1eZCFS.jpg,/l6EvqBOrU2fitXyodw4mINFWQSg.jpg,6.3,132,1.4868,MOVIE,en,"Peter Sellers, Jean Seberg, William Hartnell, David Kossoff, Leo McKern",Jack Arnold
24356,24356,Masked and Anonymous,Masked and Anonymous,"A nation wracked with civil war and social unrest anticipates a giant charity concert, organized by deceptive promoter Uncle Sweetheart, who plans on raking in huge sums for himself from the event. Headlining is legendary musician Jack Fate, whose prison time is cut short with Sweetheart's help. Meanwhile, journalist Tom Friend investigates the corrupt concert and sets out to unmask the truth to the public.",2003-07-25,/zKxB2Ivm1717Hbnuvvy2lONC4R1.jpg,/9zoo6uzFiewyzQxW9SXcE1ErM23.jpg,5.1,57,1.8157,MOVIE,en,"Bob Dylan, Jeff Bridges, Penélope Cruz, John Goodman, Jessica Lange",Larry Charles
1996,1996,Lara Croft: Tomb Raider - The Cradle of Life,Lara Croft: Tomb Raider - The Cradle of Life,"Off the coast of the volcanic island of Santorini, the intrepid archaeologist Lara Croft makes the unexpected discovery of a pulsating golden orb able to guide its holder to the mythical Pandora's Box. As the legendary artifact contains ancient mysteries of unfathomable power - said to contain one of the deadliest plagues on Earth, Lara is tasked by MI6 to make sure it doesn't fall into the wrong hands. With the aid of former Marine turned mercenary Terry Sheridan, she travels the world in pursuit of the precious item in a race against time; she must beat the unscrupulous Nobel Prize-winning scientist turned bioterrorist, Jonathan Reiss, to it.",2003-07-21,/ylIEGeAr2ygSClK4FDj9mi2Ah22.jpg,/lyCPWvJJSLgUo62USdnvqOVJfGi.jpg,5.757,4475,5.3207,MOVIE,en,"Angelina Jolie, Gerard Butler, Ciarán Hinds, Chris Barrie, Noah Taylor",Jan de Bont
4464,4464,Seabiscuit,Seabiscuit,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,2003-07-22,/5m7NfZvxYsSm2YBCJ2VPQf8ziKr.jpg,/9mxDXwoNLLX1SOeq2uiqEfGg4sN.jpg,7.067,922,2.7785,MOVIE,en,"Tobey Maguire, David McCullough, Jeff Bridges, Chris Cooper, Elizabeth Banks",Gary Ross
12279,12279,Spy Kids 3-D: Game Over,Spy Kids 3-D: Game Over,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",2003-07-25,/buA8dN4zLNr0dYBeKfHfMnEfdLE.jpg,/bmuTrxbPcr1nKCsV5YWWJi73PGR.jpg,5.142,2351,3.5723,MOVIE,en,"Daryl Sabara, Ricardo Montalban, Alexa PenaVega, Sylvester Stallone, Courtney Jines",Robert Rodriguez
9104,9104,Buffalo Soldiers,Buffalo Soldiers,A criminal subculture operates among U.S. soldiers stationed in West Germany just before the fall of the Berlin wall.,2002-10-31,/qNl4T8xxC0xDeX8JFJVCBzH4Kg8.jpg,/7Pw5NOv7aUtmHyh1yASEldOlAz0.jpg,6.3,345,0.9341,MOVIE,en,"Joaquin Phoenix, Ed Harris, Scott Glenn, Anna Paquin, Elizabeth McGovern",Gregor Jordan
33339,33339,Camp,Camp,"Misfits in their lives back home, a group of young people live it up at musical-theater camp. While the sports counselor is completely ignored, the kids' spend all their time in rehearsal for a grueling schedule that involves a new show every two weeks. Several personal stories come to the fore.",2003-09-05,/7aOOZisCXvI26i7wgMqBaWQxTY3.jpg,/1DamXq2CtwO0uwM8bPjtZMI6uYl.jpg,5.5,89,1.1981,MOVIE,en,"Daniel Letterle, Joanna Chilcoat, Robin de Jesús, Tiffany Taylor, Alana Allen",Todd Graff
54580,54580,Mondays in the Sun,Los lunes al sol,"After the closure of their shipyard in Northern Spain, a few former workers: Santa, José, Lino, Amador, Sergei and Reina keep in touch. They meet mainly at a bar owned by their former colleague Rico. Santa is the most superficially confident and unofficial leader of the group. A court case hangs over him relating to a shipyard lamp he smashed during a protest against the closure. José is bitter that his wife, Ana, is employed when he is not.",2002-09-27,/4BlI5weSiYUU1YnjqdaPLnOzc3Z.jpg,/epTYWHgVYkDCMJnEMthaASNk1Hl.jpg,7.2,250,0.9726,MOVIE,es,"Javier Bardem, Luis Tosar, José Ángel Egido, Nieve de Medina, Enrique Villén",Fernando León de Aranoa
4613,4613,Scorched,Scorched,"Three mischievous employees of a bank in a small deserted town all make plans to rob it at the same time, however none of them knows about the others.",2003-05-17,/bIBHeN4GkkNx0TBSiqGdqLSf4fd.jpg,/4ZaLVGIDmRa8LA0PCfdWkahbfmD.jpg,5.5,130,1.9577,MOVIE,en,"Alicia Silverstone, Rachael Leigh Cook, Woody Harrelson, John Cleese, David Krumholtz",Gavin Grazer
12530,12530,Avanti!,Avanti!,"A successful businessman travels to Italy to arrange for the return of his tycoon father's body, only to learn that dear old dad died with his longtime mistress.",1972-12-17,/dxhQzsBIjWMRu7rqprX4I2WzyEo.jpg,/fKAM7iaJ16VjavKWa4TMdAu2ti5.jpg,6.9,262,1.9375,MOVIE,en,"Jack Lemmon, Juliet Mills, Clive Revill, Edward Andrews, Gianfranco Barra",Billy Wilder
45096,45096,Eve of Destruction,Eve of Destruction,"Eve is a military robot made to look exactly like her creator, Dr. Eve Simmons. When she is damaged during a bank robbery, the robot becomes an unstoppable killing machine. Colonel Jim McQuade is assigned to stop the robot and with the help from Dr. Simmons they have to predict where she will go next.",1991-01-18,/lssgv86oGv5zMvfRV0bxcZN9Yuk.jpg,/344zsxo6PaXZ1WNMIhhgEDPWyi0.jpg,4.6,59,1.3193,MOVIE,en,"Gregory Hines, Renée Soutendijk, Michael Greene, Kurt Fuller, John M. Jackson",Duncan Gibbins
24993,24993,Kickboxer 2: The Road Back,Kickboxer 2: The Road Back,"In this rousing sequel to Kickboxer, Tong Po broods about his defeat at the hands of Kurt Sloan. Po and his managers resort to drastic measures to goad Kurt's brother into the ring for a rematch.",1991-01-30,/pNvuLT77H9eSStoqmB7EMLdlffv.jpg,/7pgWbror7QscZu4YLU5ZKUWffAQ.jpg,5.5,199,1.6919,MOVIE,en,"Sasha Mitchell, Dennis Chan Kwok-San, Cary-Hiroyuki Tagawa, Michel Qissi, Matthias Hues",Albert Pyun
53021,53021,"Kiss Me, Stupid","Kiss Me, Stupid","While traveling home from Vegas, an amorous lounge singer named Dino gets conned by a local mechanic/songwriter into staying in town for the night. The mechanic's songwriting partner, Orville, offers Dino his home for overnight lodging and enlists a local waitress/call girl to pose as his wife in order to placate Dino's urges.",1964-12-22,/sbMILWDfzwQI8ZBIn42zGNU4xqg.jpg,/nu7UcOrHkshgQOPOYbuxANW9FM8.jpg,7.0,210,0.7765,MOVIE,en,"Dean Martin, Kim Novak, Ray Walston, Felicia Farr, Cliff Osmond",Billy Wilder
430,430,"One, Two, Three","One, Two, Three","In Cold War-era West Berlin, American Coca-Cola executive C.R. 'Mac' MacNamara is tasked with playing babysitter to his boss' spoiled 17-year-old daughter Scarlett, who proves more difficult than anticipated when she reveals that she is pregnant by a Communist.",1961-12-15,/yWQE227ub1frfnjP5HZy0wLF0wu.jpg,/4safDVSZx7a4I1TQoSyz6E1agzM.jpg,7.5,414,2.3469,MOVIE,en,"James Cagney, Horst Buchholz, Pamela Tiffin, Arlene Francis, Liselotte Pulver",Billy Wilder
5185,5185,The Private Life of Sherlock Holmes,The Private Life of Sherlock Holmes,"When a bored Sherlock eagerly takes the case of Gabrielle Valladon following an attempt on her life, the search for her missing husband leads to Loch Ness and the legendary monster.",1970-10-29,/vQSYu0DXkqTOEfWF21AzaqXxYCZ.jpg,/9FxGJdhpvDjb0qvhEjNFT3a1r4L.jpg,6.8,324,1.6621,MOVIE,en,"Robert Stephens, Colin Blakely, Geneviève Page, Christopher Lee, Tamara Toumanova",Billy Wilder
10553,10553,Remo Williams: The Adventure Begins,Remo Williams: The Adventure Begins,"Tough Brooklyn street cop Sam Makin is unwillingly recruited as an assassin for a secret United States organization known as CURE, who fake his death and give him a new identity: Remo Williams. With his appearance surgically altered, Williams is trained to be a human killing machine by his aged, derisive and impassive Korean martial arts master Chiun.",1985-10-11,/it52uz6io8cA6WGzWxSbn9jgRlu.jpg,/eunBATE0s5ZXNRhqWbM2Jjj1O1k.jpg,6.3,277,2.4631,MOVIE,en,"Fred Ward, Joel Grey, Wilford Brimley, J.A. Preston, George Coe",Guy Hamilton
