media_content_id,tmdbId,title,original_title,overview,release_date,poster_path,backdrop_path,tmdb_vote,vote_count,popularity,dtype,originalLanguage,cast,director
862,862,Toy Story,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",1995-11-22,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,/3Rfvhy1Nl6sSGJwyjb0QiZzZYlB.jpg,7.971,19708,21.5659,MOVIE,en,"Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn",John Lasseter
8844,8844,Jumanji,Jumanji,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.",1995-12-15,/vgpXmVaVyUL7GGiDeiK1mKEKzcX.jpg,/qSxeCfWUUyht9hZgaaYmtPtTkw2.jpg,7.245,11200,3.3427,MOVIE,en,"Robin Williams, Kirsten Dunst, Bradley Pierce, Bonnie Hunt, Jonathan Hyde",Joe Johnston
15602,15602,Grumpier Old Men,Grumpier Old Men,"A family wedding reignites the ancient feud between next-door neighbors and fishing buddies John and Max. Meanwhile, a sultry Italian divorcée opens a restaurant at the local bait shop, alarming the locals who worry she'll scare the fish away. But she's less interested in seafood than she is in cooking up a hot time with Max.",1995-12-22,/1FSXpj5e8l4KH6nVFO5SPUeraOt.jpg,/1o4vuCHpmd4DXofMYDUwpnhKiuy.jpg,6.5,421,2.1706,MOVIE,en,"Walter Matthau, Jack Lemmon, Ann-Margret, Sophia Loren, Daryl Hannah",Howard Deutch
31357,31357,Waiting to Exhale,Waiting to Exhale,"Cheated on, mistreated and stepped on, the women are holding their breath, waiting for the elusive ""good man"" to break a string of less-than-stellar lovers. Friends and confidants Vannah, Bernie, Glo and Robin talk it all out, determined to find a better way to breathe.",1995-12-22,/8MprEuTY3EwkF9nBBPCUyjRjvs5.jpg,/jZjoEKXMTDoZAGdkjhAdJaKtXSN.jpg,6.2,196,2.1586,MOVIE,en,"Whitney Houston, Angela Bassett, Loretta Devine, Lela Rochon, Gregory Hines",Forest Whitaker
11862,11862,Father of the Bride Part II,Father of the Bride Part II,"Just when George Banks has recovered from his daughter's wedding, he receives the news that she's pregnant ... and that George's wife is expecting too. He was planning on selling their home, but that's a plan that—like George—will have to change with the arrival of both a grandchild and a kid of his own.",1995-12-08,/rj4LBtwQ0uGrpBnCELr716Qo3mw.jpg,/lEsjVrGU21BeJjF5AF9EWsihDpw.jpg,6.3,795,2.6264,MOVIE,en,"Steve Martin, Diane Keaton, Martin Short, Kimberly Williams-Paisley, George Newbern",Charles Shyer
949,949,Heat,Heat,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,1995-12-15,/umSVjVdbVwtx5ryCA2QXL44Durm.jpg,/xKsnZDERG1dk95wuZ5q9iks3OL3.jpg,7.93,8215,18.0757,MOVIE,en,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight, Tom Sizemore",Michael Mann
11860,11860,Sabrina,Sabrina,"After her return from school in Paris, a playboy finally takes notice of his family's chauffeur's daughter Sabrina, who's long had a crush on him, but he questions his more serious brother's motives when he warns against getting involved with her.",1995-12-15,/i8PbLJDPU7vCwwscWD625oHbJy.jpg,/oMGV48EGhsNavC1PL8HMeWs5Udq.jpg,6.214,679,4.6549,MOVIE,en,"Harrison Ford, Julia Ormond, Greg Kinnear, Nancy Marchand, John Wood",Sydney Pollack
45325,45325,Tom and Huck,Tom and Huck,"A mischievous young boy, Tom Sawyer, witnesses a murder by the deadly Injun Joe. Tom becomes friends with Huckleberry Finn, a boy with no future and no family. Tom has to choose between honoring a friendship or honoring an oath because the town alcoholic is accused of the murder. Tom and Huck go through several adventures trying to retrieve evidence.",1995-12-22,/bMY31ikEOIPOHqQwhPhII8UVBln.jpg,/jP8lHNHD89xaRPfAdyz5KEVYcSb.jpg,5.288,212,1.4866,MOVIE,en,"Jonathan Taylor Thomas, Brad Renfro, Eric Schweig, Charles Rocket, Amy Wright",Peter Hewitt
9091,9091,Sudden Death,Sudden Death,When a man's daughter is suddenly taken during a championship hockey game – with the captors demanding a billion dollars by game's end – he frantically sets a plan in motion to rescue her and abort an impending explosion before the final buzzer.,1995-10-27,/1pylO6YX5XdOA6QCc5IRxrrffkg.jpg,/wPSHboBNEInknw4VnCWOD2D8qc2.jpg,6.02,792,3.2337,MOVIE,en,"Jean-Claude Van Damme, Powers Boothe, Raymond J. Barry, Whittni Wright, Ross Malinger",Peter Hyams
710,710,GoldenEye,GoldenEye,"When a powerful satellite system falls into the hands of Alec Trevelyan, AKA Agent 006, a former ally-turned-enemy, only James Bond can save the world from a dangerous space weapon that -- in one short pulse -- could destroy the earth! As Bond squares off against his former compatriot, he also battles Xenia Onatopp, an assassin who uses pleasure as her ultimate weapon.",1995-11-16,/z0ljRnNxIO7CRBhLEO0DvLgAFPR.jpg,/fIWsCpYR9iGDMSbMTSAzy8L7Kg5.jpg,6.898,4277,10.3039,MOVIE,en,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker",Martin Campbell
9087,9087,The American President,The American President,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",1995-11-17,/yObOAYFIHXHkFPQ3jhgkN2ezaD.jpg,/62BnXyJtVEq4WKNSpnPG7QPYYDI.jpg,6.53,776,4.3628,MOVIE,en,"Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox, Anna Deavere Smith",Rob Reiner
12110,12110,Dracula: Dead and Loving It,Dracula: Dead and Loving It,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Professor Van Helsing, who may be the only one able to vanquish the Count.",1995-12-22,/4rRfZz8YnHNRr16t3CFcJrPdXHi.jpg,/rLUTSWHmphMe0wH0WSFxcywzOHW.jpg,6.06,1093,3.1538,MOVIE,en,"Leslie Nielsen, Mel Brooks, Amy Yasbeck, Peter MacNicol, Lysette Anthony",Mel Brooks
21032,21032,Balto,Balto,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.",1995-12-22,/dCVcdb5oxDizqFLz0F7TE60NoC9.jpg,/hljMglukfpnfaNmUgMuORmL4OVW.jpg,7.301,2163,3.3803,MOVIE,en,"Kevin Bacon, Bob Hoskins, Bridget Fonda, Jim Cummings, Phil Collins",Simon Wells
10858,10858,Nixon,Nixon,A look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.,1995-12-22,/cz2MTGr2wpDZLirgV2rGHBdA2t3.jpg,/zAaFQHZV23SJgSwRBvW5PeD219H.jpg,6.9,391,2.9582,MOVIE,en,"Anthony Hopkins, Joan Allen, Powers Boothe, Ed Harris, Bob Hoskins",Oliver Stone
1408,1408,Cutthroat Island,Cutthroat Island,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",1995-12-22,/hYdeBZ4BFXivdouxLfQGWNE6zRx.jpg,/ndjMBg9FINJBEi1RaP64oLApR1s.jpg,5.787,611,2.9572,MOVIE,en,"Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin, Patrick Malahide",Renny Harlin
524,524,Casino,Casino,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",1995-11-22,/gziIkUSnYuj9ChCi8qOu2ZunpSC.jpg,/iZGiMD0p1M2AOmzKknFo5bkuz94.jpg,7.992,6457,11.8897,MOVIE,en,"Robert De Niro, Sharon Stone, Joe Pesci, James Woods, Don Rickles",Martin Scorsese
4584,4584,Sense and Sensibility,Sense and Sensibility,"The Dashwood sisters, sensible Elinor and passionate Marianne, learn that their prospects of marriage seem doomed by their family's sudden loss of fortune. After Henry Dashwood dies unexpectedly, his estate must pass on by law to his son. These circumstances leave Mr. Dashwood's wife and daughters without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.",1995-12-13,/cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg,/cFnyfWHL6HjOOVal6lp8e5gqibK.jpg,7.422,1818,6.8215,MOVIE,en,"Emma Thompson, Kate Winslet, Alan Rickman, Hugh Grant, Gemma Jones",Ang Lee
5,5,Four Rooms,Four Rooms,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,1995-12-09,/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg,/c1BaOxC8bo5ACFYkYYxL0bBWRaq.jpg,5.895,2818,2.884,MOVIE,en,"Tim Roth, Jennifer Beals, David Proval, Ione Skye, Madonna","Allison Anders, Alexandre Rockwell, Quentin Tarantino, Robert Rodriguez"
9273,9273,Ace Ventura: When Nature Calls,Ace Ventura: When Nature Calls,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",1995-11-10,/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg,/h5Y9T4OoFpMrONhVBZvN2X2DfAB.jpg,6.324,4500,4.2649,MOVIE,en,"Jim Carrey, Ian McNeice, Simon Callow, Maynard Eziashi, Bob Gunton",Steve Oedekerk
11517,11517,Money Train,Money Train,"When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.",1995-11-21,/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg,/gyaBJn7eR8Ol205wmT2Xpi6IuhA.jpg,5.854,851,2.9336,MOVIE,en,"Wesley Snipes, Woody Harrelson, Jennifer Lopez, Robert Blake, Chris Cooper",Joseph Ruben
8012,8012,Get Shorty,Get Shorty,"Chili Palmer is a Miami mobster who gets sent to L.A. to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",1995-10-20,/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg,/wiZT8DVmAZNwmqd8G3QjWZ1mpLB.jpg,6.5,1197,3.7216,MOVIE,en,"John Travolta, Gene Hackman, Rene Russo, Danny DeVito, Dennis Farina",Barry Sonnenfeld
1710,1710,Copycat,Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,1995-10-27,/oMgwJb016znNZcpDR20eXxZoW8A.jpg,/f0wTYitK1lELuGygXslG7SQpY0E.jpg,6.468,1233,4.8191,MOVIE,en,"Sigourney Weaver, Holly Hunter, Dermot Mulroney, William McNamara, Harry Connick Jr.",Jon Amiel
9691,9691,Assassins,Assassins,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",1995-10-06,/wPmZYnaQpxwoHmwNwVhZ2IY0UbF.jpg,/sYpmWBe1IO7Fxthtw3UmlzQEylK.jpg,6.493,1689,4.3027,MOVIE,en,"Sylvester Stallone, Antonio Banderas, Julianne Moore, Anatoli Davydov, Muse Watson",Richard Donner
12665,12665,Powder,Powder,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",1995-10-27,/aQSA63T7zyzZxBZxr2MQaxt1gtO.jpg,/gAeFtnwgF4asNVbmrudWMHOilWj.jpg,7.002,704,3.2467,MOVIE,en,"Mary Steenburgen, Sean Patrick Flanery, Lance Henriksen, Jeff Goldblum, Brandon Smith",Victor Salva
451,451,Leaving Las Vegas,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",1995-10-27,/wTrFpGe3U65kXTldIUxuM2hmOAK.jpg,/uqYjy4MwB4vZScpUPGdINVaSeTd.jpg,7.25,1624,3.6834,MOVIE,en,"Nicolas Cage, Elisabeth Shue, Julian Sands, Richard Lewis, Steven Weber",Mike Figgis
16420,16420,Othello,Othello,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,1995-12-15,/kyevuYzW36wKadiE8lftLac5VwQ.jpg,/7SqIfSVW3xKTk07FbUm4LrhOOeL.jpg,6.3,148,1.3767,MOVIE,en,"Laurence Fishburne, Irène Jacob, Kenneth Branagh, Nathaniel Parker, Michael Maloney",Oliver Parker
9263,9263,Now and Then,Now and Then,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends — Teeny, Chrissy, Samantha and Roberta — recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.",1995-10-20,/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg,/ic529Vlnxmp2ArVSYr5vBLoNFEK.jpg,6.9,472,3.06,MOVIE,en,"Christina Ricci, Rosie O'Donnell, Thora Birch, Melanie Griffith, Gaby Hoffmann",Lesli Linka Glatter
17015,17015,Persuasion,Persuasion,"In early 19th-century England, dire financial straits reacquaint the aristocratic Anne Elliot with her wealthy ex-fiance Frederick Wentworth. The two must choose between either putting the past behind them or listening to their hearts.",1995-05-01,/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg,/evCHYeumw4Y4hikG4AG9o5yZXUW.jpg,7.144,142,3.604,MOVIE,en,"Amanda Root, Ciarán Hinds, Susan Fleetwood, Corin Redgrave, Fiona Shaw",Roger Michell
902,902,The City of Lost Children,La Cité des enfants perdus,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",1995-05-17,/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,/f5ynCAQ1MuDgwoVyjouTw6UgK1l.jpg,7.2,1202,2.3851,MOVIE,fr,"Ron Perlman, Dominique Pinon, Judith Vittet, Daniel Emilfork, Jean-Claude Dreyfus","Marc Caro, Jean-Pierre Jeunet"
37557,37557,Shanghai Triad,摇啊摇，摇到外婆桥,"Shanghai, China, 1930. When young Shuisheng arrives from the countryside, his uncle Liushu puts him at the service of Bijou, the mistress of Laoda, supreme boss of the Tang Triad, constantly threatened by his enemies, both those he knows and those lurking in the shadows.",1995-09-14,/tzG1UxUSfPACREjgBrsPDRUvneH.jpg,/gHG1OogmvDJldyi1tjqncjoblKV.jpg,6.761,109,2.555,MOVIE,zh,"Gong Li, Li Baotian, Sun Chun, Li Xuejian, Liu Jiang",Zhang Yimou
9909,9909,Dangerous Minds,Dangerous Minds,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",1995-08-11,/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,/k28lTv01nuncbs9Y2WZh6FQunqv.jpg,6.95,1247,5.5783,MOVIE,en,"Michelle Pfeiffer, George Dzundza, Courtney B. Vance, Robin Bartlett, Beatrice Winde",John N. Smith
63,63,Twelve Monkeys,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly and the son of a famous virus expert who may hold the key to the Army of the 12 Monkeys; thought to be responsible for unleashing the killer disease.",1995-12-29,/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,/mKIkGoyuR71qz6FdiEiOjxvBQcS.jpg,7.604,9029,7.7895,MOVIE,en,"Bruce Willis, Madeleine Stowe, Brad Pitt, Christopher Plummer, David Morse",Terry Gilliam
9598,9598,Babe,Babe,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hoggett knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.",1995-07-18,/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,/agkZziO4ZPAsVfKUrJD68lys08P.jpg,6.3,3088,4.2905,MOVIE,en,"Christine Cavanaugh, Miriam Margolyes, Danny Mann, Hugo Weaving, Miriam Flynn",Chris Noonan
687,687,Dead Man Walking,Dead Man Walking,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,1995-12-29,/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg,/gwRWQeHfPuA8mg73kydQsM8rdXq.jpg,7.321,1485,4.2655,MOVIE,en,"Susan Sarandon, Sean Penn, Robert Prosky, Raymond J. Barry, R. Lee Ermey",Tim Robbins
33689,33689,It Takes Two,It Takes Two,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",1995-11-17,/4CptjFLiIJXtjc3dykS7vkEHMbw.jpg,/yS3E5LOcFsk3eWGh3oWGnsfV1M8.jpg,6.5,956,2.789,MOVIE,en,"Kirstie Alley, Steve Guttenberg, Ashley Olsen, Mary-Kate Olsen, Jane Sibbett",Andy Tennant
9603,9603,Clueless,Clueless,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",1995-07-19,/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,/65d0MccsiRSPTVicregKQL8owoo.jpg,7.253,4750,8.607,MOVIE,en,"Alicia Silverstone, Stacey Dash, Brittany Murphy, Paul Rudd, Donald Faison",Amy Heckerling
34615,34615,"Cry, the Beloved Country","Cry, the Beloved Country",A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,1995-12-15,/96TZr6o4kuiIEryC5jkzaQoP6m5.jpg,/i1b7potegowFC5g11Bs4kdqOVDE.jpg,6.722,27,1.1107,MOVIE,en,"Richard Harris, James Earl Jones, Charles S. Dutton, Vusi Kunene, Tsholofelo Wechoemang",Darrell James Roodt
31174,31174,Richard III,Richard III,"A murderous lust for the British throne sees Richard III descend into madness. Though the setting is transposed to the 1930s, England is torn by civil war, split between the rivaling houses of York and Lancaster. Richard aspires to a fascist dictatorship, but must first remove the obstacles to his ascension—among them his brother, his nephews and his brother's wife. When the Duke of Buckingham deserts him, Richard's plans are compromised.",1995-12-29,/cBg1AMH1ucPsDlNMfcHlrreQXQX.jpg,/l8gbqIvow8rXFblM5IzYI5AKN8Z.jpg,6.7,192,1.9872,MOVIE,en,"Ian McKellen, Annette Bening, Jim Broadbent, Robert Downey Jr., Kristin Scott Thomas",Richard Loncraine
11443,11443,Dead Presidents,Dead Presidents,On the streets they call cash dead presidents. And that's just what a Vietnam veteran is after when he returns home from the war only to find himself drawn into a life of crime. With the aid of his fellow vets he plans the ultimate heist -- a daring robbery of an armored car filled with unmarked U.S. currency!,1995-09-29,/eGfsSXizR11tTHVo0kuOOFPAxZt.jpg,/c8H6Xi9im1tT6HP9PA9HpFE3sOy.jpg,6.7,320,3.2926,MOVIE,en,"Larenz Tate, Keith David, Chris Tucker, Freddy Rodríguez, Rose Jackson","Albert Hughes, Allen Hughes"
35196,35196,Restoration,Restoration,"An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.",1995-12-29,/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg,/nrd3UFXhaqV6odGd9cOVJfdqqGT.jpg,6.057,132,1.9778,MOVIE,en,"Robert Downey Jr., Meg Ryan, Sam Neill, David Thewlis, Hugh Grant",Michael Hoffman
9312,9312,Mortal Kombat,Mortal Kombat,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes.",1995-08-18,/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,/dfU9xyEEyLxvZ5unTn05Whm9Lce.jpg,5.876,2487,5.4603,MOVIE,en,"Robin Shou, Linden Ashby, Bridgette Wilson-Sampras, Christopher Lambert, Cary-Hiroyuki Tagawa",Paul W. S. Anderson
577,577,To Die For,To Die For,"Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.",1995-09-22,/whz4bwvqE1OmQHIyqHdZD8jU9CO.jpg,/2g58NnfO9ecZc0VcP0i0EVyKV7m.jpg,6.6,868,2.6768,MOVIE,en,"Nicole Kidman, Matt Dillon, Joaquin Phoenix, Casey Affleck, Illeana Douglas",Gus Van Sant
11861,11861,How to Make an American Quilt,How to Make an American Quilt,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.",1995-10-06,/pI9UAemlWgdrnjRgYJsbTk8BSJc.jpg,/nOPCU3zmLTp1A6KpPtHTuAyzkf5.jpg,6.4,191,2.4108,MOVIE,en,"Winona Ryder, Anne Bancroft, Ellen Burstyn, Kate Nelligan, Jean Simmons",Jocelyn Moorhouse
807,807,Se7en,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",1995-09-22,/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,/i5H7zusQGsysGQ8i6P361Vnr0n2.jpg,8.379,22854,25.7204,MOVIE,en,"Morgan Freeman, Brad Pitt, Gwyneth Paltrow, John Cassini, Peter Crombie",David Fincher
10530,10530,Pocahontas,Pocahontas,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",1995-06-16,/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,/9YAVIwBcBrLXeukg2dgMGfYB1uu.jpg,6.911,6033,6.0072,MOVIE,en,"Irene Bedard, Mel Gibson, David Ogden Stiers, John Kassir, Christian Bale","Mike Gabriel, Eric Goldberg"
8391,8391,When Night Is Falling,When Night Is Falling,"Camille is a professor at a Protestant college and is in a long-term relationship with Martin, a respected minister and fellow professor. When Camille meets Petra, a bold and flamboyant performer in a circus troupe, she is inexplicably drawn. Pursuing Petra, Camille throws her whole conservative life into disarray.",1995-02-01,/6Ac5GLwJ01uli5mCXqXwquR36Y1.jpg,/5CCPKLWg0YWajQEXWYeY2w5c8qS.jpg,6.3,88,1.1881,MOVIE,en,"Pascale Bussières, Rachael Crawford, Henry Czerny, David Fox, Don McKellar",Patricia Rozema
629,629,The Usual Suspects,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",1995-07-19,/99X2SgyFunJFXGAYnDv3sb9pnUD.jpg,/hy0Hx9fMPk2fmw26Li60z1S2giU.jpg,8.17,11278,11.4139,MOVIE,en,"Stephen Baldwin, Gabriel Byrne, Benicio del Toro, Kevin Pollak, Kevin Spacey",Bryan Singer
11448,11448,Mighty Aphrodite,Mighty Aphrodite,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",1995-09-13,/ice135yQZp4iX2SgCmd90nKgS5j.jpg,/hSY4PYJSFW5JWeQqOs2LAzG0W8a.jpg,6.728,736,2.8484,MOVIE,en,"Woody Allen, Mira Sorvino, Helena Bonham Carter, F. Murray Abraham, Donald Symington",Woody Allen
49133,49133,Lamerica,Lamerica,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",1994-09-09,/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,/1udmBSCUyP6FDrnUNQ9CjSlp0iz.jpg,7.1,62,0.6845,MOVIE,it,"Enrico Lo Verso, Michele Placido, Piro Milkani, Carmelo Di Mazzarelli, Elida Janushi",Gianni Amelio
26441,26441,The Big Green,The Big Green,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",1995-09-29,/nVHqIuBTcTLmAIrML7T704UwfNI.jpg,/bSE6JsSOvY350NhaT2nhUhl5hUE.jpg,5.6,200,1.7749,MOVIE,en,"Olivia D'Abo, Steve Guttenberg, Chauncey Leopardi, Patrick Renna, Billy L. Sullivan",Holly Goldberg Sloan
97406,97406,Georgia,Georgia,"Sadie looks up to her older sister Georgia, a successful folk singer. Unfortunately it is this very obsession — coupled with her self-destructive tendencies and rampant drug abuse — that keeps her spiraling down the drain.",1995-05-19,/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,/mHi1zNvKnfLqV85RDDGmuQoPMP8.jpg,5.7,46,1.203,MOVIE,en,"Jennifer Jason Leigh, Mare Winningham, Ted Levine, Max Perlich, John Doe",Ulu Grosbard
